City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
269,Xining,36.6167,101.7667,52.7,58,88,1.43,CN,2021-06-01 16:07:51
270,Carnarvon,-24.8667,113.6333,53.67,87,77,8.05,AU,2021-06-01 16:07:51
271,Busko-Zdroj,50.4708,20.7188,64.99,65,98,3.24,PL,2021-06-01 16:07:52
272,Bay City,43.5945,-83.8889,72.16,45,1,7.14,US,2021-06-01 16:07:52
273,Serenje,-13.2325,30.2352,65.23,63,65,7.52,ZM,2021-06-01 16:07:52
274,Chuy,-33.6971,-53.4616,65.52,51,90,13.8,UY,2021-06-01 16:06:07
275,Bindi,9.9167,-11.45,88.5,52,92,6.15,SL,2021-06-01 16:07:53
276,Wagar,16.1525,36.2032,107.26,9,0,17.67,SD,2021-06-01 16:07:53
277,Clyde River,70.4692,-68.5914,30.65,95,100,4.7,CA,2021-06-01 16:07:54
278,Belyy Yar,53.6039,91.3903,55.29,44,0,4.76,RU,2021-06-01 16:07:54
279,Mayya,61.7333,130.2811,45.72,92,70,3.29,RU,2021-06-01 16:07:54
280,Souillac,-20.5167,57.5167,71.37,85,95,10.38,MU,2021-06-01 16:07:55
281,Ashqelon,31.6693,34.5715,81.41,63,0,10.38,IL,2021-06-01 16:07:55
282,Buala,-8.145,159.5921,80.44,85,98,7.52,SB,2021-06-01 16:07:55
283,Kingseat,56.0974,-3.4084,71.58,57,0,10.0,GB,2021-06-01 16:07:56
284,Iskateley,67.6803,53.1512,36.88,67,100,21.45,RU,2021-06-01 16:07:56
285,Keti Bandar,24.1447,67.4497,84.25,84,1,19.1,PK,2021-06-01 16:07:56
286,Bonavista,48.6499,-53.1147,51.33,98,100,21.45,CA,2021-06-01 16:07:57
287,Gazojak,41.1875,61.4036,95.72,15,7,8.77,TM,2021-06-01 16:07:57
288,Gulu,2.7746,32.299,72.3,78,94,3.62,UG,2021-06-01 16:07:58
289,Villazon,-22.0866,-65.5942,54.23,10,45,4.16,BO,2021-06-01 16:07:58
290,Port Hardy,50.6996,-127.4199,58.86,90,100,4.07,CA,2021-06-01 16:00:45
291,Sitka,57.0531,-135.33,51.69,87,90,4.61,US,2021-06-01 16:05:21
292,Kodiak,57.79,-152.4072,45.91,87,90,8.05,US,2021-06-01 16:05:44
293,Sidrolandia,-20.9319,-54.9614,81.39,45,11,4.36,BR,2021-06-01 16:05:51
294,Edd,13.9297,41.6925,89.87,52,2,6.58,ER,2021-06-01 16:07:59
295,Iwaki,37.05,140.8833,62.76,93,78,4.0,JP,2021-06-01 16:08:00
296,Seoul,37.5683,126.9778,67.51,94,100,2.39,KR,2021-06-01 16:08:00
297,Paamiut,61.994,-49.6678,36.3,86,92,10.89,GL,2021-06-01 16:04:33
298,Lavrentiya,65.5833,-171.0,29.93,76,8,13.91,RU,2021-06-01 16:08:00
299,Piranshahr,36.701,45.1413,67.66,30,0,6.42,IR,2021-06-01 16:08:01
300,Tomatlan,19.9333,-105.25,91.98,44,99,4.16,MX,2021-06-01 16:08:01
301,Foso,5.7012,-1.2866,77.13,84,100,1.72,GH,2021-06-01 16:08:02
302,Tarko-Sale,64.9225,77.785,48.99,60,64,3.0,RU,2021-06-01 16:08:02
303,Sarakhs,36.5449,61.1577,93.34,27,0,6.91,IR,2021-06-01 16:08:02
304,Jasper,37.2001,-94.3502,62.98,84,90,1.01,US,2021-06-01 16:08:03
305,Inongo,-1.95,18.2667,77.99,55,100,1.79,CD,2021-06-01 16:08:03
306,Otradnoye,59.7775,30.8181,64.56,55,97,5.26,RU,2021-06-01 16:08:03
307,Gazanjyk,39.2446,55.5154,91.13,23,0,11.48,TM,2021-06-01 16:08:04
308,Baruun-Urt,46.6806,113.2792,44.01,43,73,7.23,MN,2021-06-01 16:04:47
309,Willmar,45.1219,-95.0433,73.36,35,1,5.75,US,2021-06-01 16:08:04
310,Haicheng,40.8516,122.7475,62.26,85,65,12.41,CN,2021-06-01 16:08:05
311,Sept-Iles,50.2001,-66.3821,56.25,79,57,4.0,CA,2021-06-01 16:05:19
312,Bollnas,61.3482,16.3946,60.39,43,96,7.85,SE,2021-06-01 16:08:05
313,Nuuk,64.1835,-51.7216,45.21,70,40,6.91,GL,2021-06-01 16:08:06
314,Nieuw Amsterdam,5.8833,-55.0833,86.16,86,75,8.66,SR,2021-06-01 16:08:06
315,Vao,-22.6667,167.4833,68.77,60,100,12.66,NC,2021-06-01 16:05:43
316,Boa Vista,2.8197,-60.6733,80.58,78,75,5.75,BR,2021-06-01 16:08:07
317,Abu Zabad,12.35,29.25,97.88,22,70,12.39,SD,2021-06-01 16:08:07
318,Sobolevo,54.4299,31.8996,59.61,65,9,4.54,RU,2021-06-01 16:08:07
319,Washougal,45.5826,-122.3534,80.04,63,1,0.0,US,2021-06-01 16:08:08
320,Santa Vitoria,-18.8386,-50.1214,86.27,36,94,2.13,BR,2021-06-01 16:08:08
321,Hofn,64.2539,-15.2082,44.8,87,99,20.27,IS,2021-06-01 16:05:32
322,Porkhov,57.765,29.5561,64.29,52,80,5.41,RU,2021-06-01 16:08:09
323,Oga,46.4631,10.347,63.14,65,34,4.29,IT,2021-06-01 16:08:09
324,Hami,42.8,93.45,81.3,11,31,7.4,CN,2021-06-01 16:08:09
325,Tynda,55.1667,124.7167,50.7,79,81,2.04,RU,2021-06-01 16:08:10
326,Tra Vinh,9.9347,106.3453,80.38,87,89,4.32,VN,2021-06-01 16:08:10
327,Verona,45.4167,11.0333,79.79,35,0,4.14,IT,2021-06-01 16:03:53
328,Port Hawkesbury,45.6169,-61.3485,60.91,89,90,5.99,CA,2021-06-01 16:06:57
329,Golden,39.7555,-105.2211,66.88,62,75,8.99,US,2021-06-01 16:06:07
330,Usinsk,65.9939,57.5281,38.59,63,100,22.64,RU,2021-06-01 16:08:11
331,Nouadhibou,20.931,-17.0347,65.79,88,11,26.22,MR,2021-06-01 16:08:11
332,Meadow Lake,34.8014,-106.5436,67.84,48,1,5.37,US,2021-06-01 16:08:11
333,Naze,28.3667,129.4833,70.86,80,65,16.06,JP,2021-06-01 16:08:12
334,Daru,-9.0763,143.2092,77.63,81,99,15.23,PG,2021-06-01 16:08:12
335,Tailai,46.3833,123.4,57.27,36,35,4.81,CN,2021-06-01 16:08:12
336,Caconda,-13.7333,15.0667,70.38,27,100,2.42,AO,2021-06-01 16:08:13
337,Santander,43.4647,-3.8044,65.61,89,90,4.0,ES,2021-06-01 16:08:13
338,Kailua,21.4022,-157.7394,76.75,83,75,6.91,US,2021-06-01 16:08:14
339,Teknaf,20.8624,92.3058,81.97,86,19,4.59,BD,2021-06-01 16:08:14
340,Shelburne,44.0787,-80.2041,70.66,40,6,10.71,CA,2021-06-01 16:08:14
341,Warrington,53.3925,-2.5802,78.46,41,0,1.99,GB,2021-06-01 16:04:42
342,Bulgan,48.8125,103.5347,40.26,66,100,10.11,MN,2021-06-01 16:08:15
343,Galiakot,23.5167,74.0,96.67,26,0,12.66,IN,2021-06-01 16:08:15
344,Noumea,-22.2763,166.4572,70.0,99,98,7.43,NC,2021-06-01 16:08:15
345,Hamilton,39.1834,-84.5333,74.17,61,1,3.78,US,2021-06-01 16:07:41
346,Karratha,-20.7377,116.8463,72.18,31,89,13.91,AU,2021-06-01 16:05:52
347,The Pas,53.8251,-101.2541,57.15,85,100,4.45,CA,2021-06-01 16:04:22
348,Belaya Gora,68.5333,146.4167,54.57,46,14,7.05,RU,2021-06-01 16:08:16
349,Garceni,46.7667,27.2833,54.5,78,100,9.91,RO,2021-06-01 16:08:17
350,Manokwari,-0.8667,134.0833,78.57,82,90,4.12,ID,2021-06-01 16:08:17
351,Salalah,17.0151,54.0924,84.29,84,40,8.05,OM,2021-06-01 16:08:17
352,Svetlogorsk,52.6333,29.7333,57.49,65,86,8.08,BY,2021-06-01 16:06:52
353,Galesong,-5.3166,119.3661,77.02,80,11,6.87,ID,2021-06-01 16:08:18
354,Sao Desiderio,-12.3633,-44.9733,95.05,22,9,2.06,BR,2021-06-01 16:08:18
355,Esqueda,30.7167,-109.5833,78.51,19,28,1.28,MX,2021-06-01 16:08:18
356,Zaragoza,41.6561,-0.8773,68.11,79,75,3.0,ES,2021-06-01 16:06:51
357,Sao Joao Da Barra,-21.6403,-41.0511,77.04,71,97,7.7,BR,2021-06-01 16:05:11
358,Margate,51.3813,1.3862,74.32,74,0,13.44,GB,2021-06-01 16:05:40
359,Axim,4.8699,-2.2405,82.96,71,88,9.69,GH,2021-06-01 16:06:48
360,Prince Rupert,54.3161,-130.3201,55.49,100,90,3.44,CA,2021-06-01 16:05:17
361,Pyapon,16.2833,95.6833,83.44,74,13,7.09,MM,2021-06-01 16:08:19
362,Dharchula,29.85,80.5333,66.97,80,93,3.33,IN,2021-06-01 16:08:20
363,Urengoy,65.9667,78.3667,48.2,53,59,11.52,RU,2021-06-01 16:08:20
364,Arman,59.7,150.1667,35.28,100,100,4.56,RU,2021-06-01 16:08:20
365,Khandbari,27.3747,87.2039,71.19,88,31,1.66,NP,2021-06-01 16:08:21
366,Laguna,38.421,-121.4238,91.24,49,1,5.01,US,2021-06-01 16:04:48
367,Codrington,-38.2667,141.9667,54.46,54,100,6.42,AU,2021-06-01 16:08:21
368,Tallahassee,30.4383,-84.2807,85.86,54,40,3.0,US,2021-06-01 16:04:09
369,Jacareacanga,-6.2222,-57.7528,93.78,31,4,4.43,BR,2021-06-01 16:08:21
370,Arroio Grande,-32.2375,-53.0869,67.53,48,29,9.86,BR,2021-06-01 16:08:22
371,Burns Lake,54.2331,-125.7533,61.61,65,96,4.88,CA,2021-06-01 16:08:22
372,Shenjiamen,29.9576,122.298,70.21,92,100,13.87,CN,2021-06-01 16:08:22
373,Nyurba,63.2842,118.3319,53.26,84,91,3.11,RU,2021-06-01 16:08:23
374,Saint-Pierre,-21.3393,55.4781,74.88,74,90,20.71,RE,2021-06-01 16:08:23
375,Mauldin,34.7787,-82.3101,76.55,53,75,4.61,US,2021-06-01 16:08:24
376,Ajuchitlan,20.7167,-100.0167,70.99,48,89,5.17,MX,2021-06-01 16:08:24
377,Cravo Norte,6.3017,-70.2041,73.0,97,100,1.99,CO,2021-06-01 16:08:24
378,Rio Gallegos,-51.6226,-69.2181,28.45,93,75,9.22,AR,2021-06-01 16:08:25
379,Deputatskiy,69.3,139.9,51.33,44,31,2.15,RU,2021-06-01 16:08:25
380,Rodrigues Alves,-7.738,-72.6509,84.4,55,85,1.59,BR,2021-06-01 16:08:25
381,Shimoda,34.6667,138.95,69.17,89,88,3.4,JP,2021-06-01 16:08:26
382,Poum,-20.2333,164.0167,72.7,57,99,9.06,NC,2021-06-01 16:08:22
383,Eureka,40.8021,-124.1637,63.19,84,69,3.0,US,2021-06-01 16:05:02
384,Abonnema,4.7084,6.7931,78.22,89,87,7.92,NG,2021-06-01 16:08:26
385,Tuatapere,-46.1333,167.6833,49.82,87,74,5.59,NZ,2021-06-01 16:08:27
386,Pangnirtung,66.1451,-65.7125,36.59,94,100,3.18,CA,2021-06-01 16:08:27
387,Touros,-5.1989,-35.4608,85.14,57,1,15.48,BR,2021-06-01 16:05:11
388,Udachnyy,66.4167,112.4,60.96,62,100,7.25,RU,2021-06-01 16:03:38
389,Buta,2.7858,24.73,80.96,68,100,3.98,CD,2021-06-01 16:08:28
390,Lakefield,43.6775,-95.1717,72.88,38,1,1.01,US,2021-06-01 16:08:28
391,Half Moon Bay,37.4636,-122.4286,76.59,78,90,13.8,US,2021-06-01 16:08:28
392,Partizanskoye,55.5006,94.39,50.34,72,0,4.0,RU,2021-06-01 16:08:28
393,Ovsyanka,55.9575,92.5519,50.97,69,55,2.33,RU,2021-06-01 16:08:29
394,Hovd,48.0056,91.6419,54.54,26,0,1.07,MN,2021-06-01 16:08:29
395,Comodoro Rivadavia,-45.8667,-67.5,48.06,57,20,14.97,AR,2021-06-01 16:05:54
396,Bardsir,29.9227,56.5743,86.05,9,41,12.57,IR,2021-06-01 16:08:30
397,Juba,4.8517,31.5825,82.56,59,88,2.95,SS,2021-06-01 16:05:37
398,Tilichiki,60.4667,166.1,35.83,71,47,0.74,RU,2021-06-01 16:05:24
399,Atkinson,42.8384,-71.147,75.45,47,1,4.0,US,2021-06-01 16:08:30
400,Vila Franca Do Campo,37.7167,-25.4333,64.81,61,12,15.9,PT,2021-06-01 16:08:31
401,Dharur,18.8167,76.1167,84.29,52,57,3.44,IN,2021-06-01 16:08:31
402,Vardo,70.3705,31.1107,55.6,71,0,23.02,NO,2021-06-01 16:06:10
403,Beloha,-25.1667,45.05,66.34,79,99,14.14,MG,2021-06-01 16:08:32
404,Kholmogory,64.2229,41.656,50.11,34,48,8.01,RU,2021-06-01 16:08:32
405,Minab,27.1467,57.0801,98.1,34,0,3.83,IR,2021-06-01 16:08:32
406,Puerto Baquerizo Moreno,-0.9,-89.6,77.99,78,75,14.97,EC,2021-06-01 16:08:33
407,Kysyl-Syr,63.8986,122.7617,50.97,56,57,3.11,RU,2021-06-01 16:08:33
408,Kemlya,54.6963,45.2424,55.31,81,99,5.88,RU,2021-06-01 16:08:33
409,Ereymentau,51.6199,73.1033,64.67,73,69,14.41,KZ,2021-06-01 16:08:34
410,Windsor,42.3001,-83.0165,75.81,56,20,3.91,CA,2021-06-01 16:08:34
411,Severo-Kurilsk,50.6789,156.125,38.48,96,100,4.81,RU,2021-06-01 16:05:00
412,College,64.8569,-147.8028,55.72,89,90,4.61,US,2021-06-01 16:05:29
413,Barwani,22.0333,74.9,95.61,34,68,10.6,IN,2021-06-01 16:08:35
414,Coahuayana,18.7333,-103.6833,89.08,52,85,3.69,MX,2021-06-01 16:05:43
415,Kalabo,-14.97,22.6814,71.1,26,87,4.29,ZM,2021-06-01 16:08:35
416,Port Augusta,-32.5,137.7667,59.7,59,57,14.12,AU,2021-06-01 16:07:24
417,Ballina,-28.8667,153.5667,54.79,98,55,4.54,AU,2021-06-01 16:08:36
418,Praia Da Vitoria,38.7333,-27.0667,65.75,56,55,16.04,PT,2021-06-01 16:08:36
419,Atar,20.5169,-13.0499,106.45,15,54,9.31,MR,2021-06-01 16:08:36
420,Yokadouma,3.5167,15.05,71.22,98,96,4.79,CM,2021-06-01 16:08:37
421,Bubaque,11.2833,-15.8333,79.16,79,98,8.19,GW,2021-06-01 16:08:37
422,Karpathos,35.507,27.2132,71.56,73,20,13.78,GR,2021-06-01 16:08:37
423,Salekhard,66.53,66.6019,40.05,46,79,15.79,RU,2021-06-01 16:08:38
424,Mayo,38.8876,-76.5119,79.21,63,100,5.01,US,2021-06-01 16:08:38
425,Mosquera,4.7059,-74.2302,66.29,52,40,2.3,CO,2021-06-01 16:08:38
426,Celestun,20.8667,-90.4,86.54,56,97,6.04,MX,2021-06-01 16:08:39
427,Namatanai,-3.6667,152.4333,77.31,91,100,5.82,PG,2021-06-01 16:08:36
428,Stryn,61.9045,6.7226,80.1,30,46,4.07,NO,2021-06-01 16:08:39
429,Nshamba,-1.7983,31.5511,67.05,73,100,2.66,TZ,2021-06-01 16:08:40
430,Grindavik,63.8424,-22.4338,50.56,81,75,18.68,IS,2021-06-01 16:08:40
431,Oranjemund,-28.55,16.4333,60.48,62,0,15.73,NA,2021-06-01 16:08:41
432,Muisne,0.6,-80.0333,82.51,81,90,9.89,EC,2021-06-01 16:08:42
433,Norman Wells,65.282,-126.8329,46.29,93,100,4.76,CA,2021-06-01 16:08:42
434,Avera,33.194,-82.5271,81.41,41,92,6.96,US,2021-06-01 16:08:43
435,Nizhnyaya Tavda,57.6731,66.1725,53.01,52,92,4.09,RU,2021-06-01 16:08:43
436,Zunyi,27.6867,106.9072,65.95,89,71,0.65,CN,2021-06-01 16:08:43
437,Bela Palanka,43.2183,22.3111,55.99,98,100,4.18,RS,2021-06-01 16:08:44
438,Chissamba,-12.1667,17.3333,69.35,28,86,0.85,AO,2021-06-01 16:08:44
439,Kupang,-10.1667,123.5833,77.14,87,41,8.77,ID,2021-06-01 16:08:44
440,Dongsheng,39.8161,109.9776,59.49,12,2,19.51,CN,2021-06-01 16:08:45
441,Masterton,-40.9597,175.6575,46.78,96,10,2.55,NZ,2021-06-01 16:08:45
442,Kisangani,0.5167,25.2,74.53,91,99,1.63,CD,2021-06-01 16:08:46
443,Bang Saphan,11.2126,99.5117,80.65,84,7,5.3,TH,2021-06-01 16:08:46
444,Makat,47.6469,53.3463,86.05,33,92,3.18,KZ,2021-06-01 16:08:46
445,Ternate,0.8,127.4,81.41,79,99,4.45,ID,2021-06-01 16:08:47
446,Rocha,-34.4833,-54.3333,64.36,57,100,14.27,UY,2021-06-01 16:06:04
447,Isangel,-19.55,169.2667,70.3,63,40,9.6,VU,2021-06-01 16:06:14
448,Sanivarsante,12.7333,75.9,69.96,92,99,7.34,IN,2021-06-01 16:08:47
449,Ayagoz,47.9714,80.4392,65.62,64,100,6.93,KZ,2021-06-01 16:08:48
450,Lata,40.1629,-8.3327,65.35,62,92,7.85,PT,2021-06-01 16:08:38
451,Umea,63.8284,20.2597,62.53,45,0,5.75,SE,2021-06-01 16:08:48
452,Tubuala,9.5167,-79.0333,90.34,78,93,7.92,PA,2021-06-01 16:08:49
453,Mossendjo,-2.9506,12.7261,75.31,87,100,2.48,CG,2021-06-01 16:07:10
454,Voh,-20.9667,164.7,62.46,78,10,3.89,NC,2021-06-01 16:08:49
455,Umm Kaddadah,13.6017,26.6876,105.15,10,64,13.67,SD,2021-06-01 16:05:50
456,Nantucket,41.2835,-70.0995,74.61,68,1,12.66,US,2021-06-01 16:04:36
457,Vila Velha,-20.3297,-40.2925,79.95,68,40,1.01,BR,2021-06-01 16:08:50
458,Mirik,26.8945,88.1848,61.59,87,45,4.16,IN,2021-06-01 16:08:50
459,Kaeo,-35.1,173.7833,47.32,95,8,3.76,NZ,2021-06-01 16:08:50
460,Pitimbu,-7.4706,-34.8086,84.79,61,76,10.27,BR,2021-06-01 16:08:51
461,Pemangkat,1.1667,108.9667,80.4,81,38,3.62,ID,2021-06-01 16:08:51
462,Peterhead,57.5058,-1.7981,66.45,88,7,13.51,GB,2021-06-01 16:08:51
463,Gisborne,-38.6533,178.0042,40.95,85,41,6.76,NZ,2021-06-01 16:08:52
464,Kabansk,52.0486,106.6528,41.49,98,100,6.17,RU,2021-06-01 16:08:52
465,Ulaanbaatar,47.9077,106.8832,37.53,60,75,3.62,MN,2021-06-01 16:04:50
466,Zlate Moravce,48.3855,18.4006,71.06,52,89,4.21,SK,2021-06-01 16:08:53
467,Bunda,-2.05,33.8667,70.95,69,93,4.72,TZ,2021-06-01 16:08:53
468,Bud,39.447,-86.1758,73.42,63,100,3.38,US,2021-06-01 16:08:53
469,Cockburn Town,21.4612,-71.1419,82.36,69,40,12.66,TC,2021-06-01 16:05:55
470,Santa Cruz Cabralia,-16.2781,-39.0247,82.63,65,40,6.55,BR,2021-06-01 16:08:54
471,Ust-Omchug,61.15,149.6333,33.13,92,77,3.56,RU,2021-06-01 16:08:54
472,Ituango,7.1712,-75.764,73.54,69,98,1.1,CO,2021-06-01 16:08:55
473,Csorvas,46.6333,20.8333,69.98,59,45,9.73,HU,2021-06-01 16:08:55
474,Awjilah,29.1081,21.2869,91.56,18,1,13.47,LY,2021-06-01 16:08:55
475,Chaman,30.9236,66.4512,84.94,7,0,3.49,PK,2021-06-01 16:08:56
476,Olavarria,-36.8927,-60.3225,59.7,73,99,14.85,AR,2021-06-01 16:08:56
477,Makakilo City,21.3469,-158.0858,75.29,80,24,6.26,US,2021-06-01 16:02:02
478,Abrau-Dyurso,44.69,37.59,67.48,85,96,6.89,RU,2021-06-01 16:08:56
479,Sheridan,44.8333,-106.9173,73.58,40,75,4.0,US,2021-06-01 16:08:57
480,Warmbad,-28.45,18.7333,56.08,38,0,5.86,NA,2021-06-01 16:08:57
481,Provost,52.3501,-110.2683,68.58,52,98,6.35,CA,2021-06-01 16:08:57
482,Lewiston,44.1003,-70.2148,72.23,58,20,10.36,US,2021-06-01 16:08:58
483,Jinxiang,27.4327,120.6062,73.04,97,92,5.53,CN,2021-06-01 16:08:58
484,Kalemie,-5.9475,29.1947,73.62,68,24,2.48,CD,2021-06-01 16:08:59
485,Berlevag,70.8578,29.0864,46.35,81,75,18.41,NO,2021-06-01 16:05:26
486,Kashi,39.4547,75.9797,79.81,24,40,4.74,CN,2021-06-01 16:08:59
487,Poso,-1.3959,120.7524,77.32,88,100,4.52,ID,2021-06-01 16:06:09
488,Zboriv,49.6648,25.141,56.05,69,90,8.97,UA,2021-06-01 16:09:00
489,Garowe,8.4054,48.4845,84.36,48,87,21.16,SO,2021-06-01 16:05:22
490,Ewo,-0.8725,14.8206,76.87,81,99,4.72,CG,2021-06-01 16:09:00
491,Kuzino,57.0224,59.4412,56.57,59,98,4.74,RU,2021-06-01 16:09:00
492,Owerri,5.4833,7.0304,81.68,78,99,1.41,NG,2021-06-01 16:09:01
493,North Bend,43.4065,-124.2243,70.95,88,1,5.75,US,2021-06-01 16:07:41
494,Beinamar,8.6698,15.3813,84.18,49,100,3.4,TD,2021-06-01 16:09:01
495,Harsin,34.2721,47.5861,81.41,17,0,5.41,IR,2021-06-01 16:09:02
496,Aykhal,66.0,111.5,58.82,65,100,8.68,RU,2021-06-01 16:06:27
497,Macamic,48.7502,-78.9996,65.55,51,69,10.42,CA,2021-06-01 16:09:02
498,Yibin,28.7667,104.6238,74.01,80,98,0.98,CN,2021-06-01 16:09:03
499,Opuwo,-18.0607,13.84,76.95,15,54,4.83,NA,2021-06-01 16:09:03
500,Corinto,37.9407,22.9573,76.41,53,12,1.01,GR,2021-06-01 16:09:03
501,Fagersta,60.0042,15.7932,64.98,45,79,9.73,SE,2021-06-01 16:09:04
502,Esil,51.9556,66.4042,67.53,59,46,16.13,KZ,2021-06-01 16:09:04
503,Polunochnoye,60.8697,60.4153,51.4,51,63,4.23,RU,2021-06-01 16:09:04
504,Amapa,1.0,-52.0,82.0,83,25,3.47,BR,2021-06-01 16:09:05
505,Fomboni,-12.28,43.7425,80.51,70,5,8.75,KM,2021-06-01 16:09:05
506,Khao Wong,16.7001,104.0902,92.46,59,92,2.75,TH,2021-06-01 16:09:06
507,Port-Cartier,50.0334,-66.8654,55.92,52,76,9.42,CA,2021-06-01 16:09:06
508,Chivay,-15.6383,-71.6011,55.24,27,62,3.06,PE,2021-06-01 16:09:06
509,Nkhotakota,-12.9274,34.2961,71.11,82,40,4.63,MW,2021-06-01 16:09:07
510,Pasni,25.2631,63.471,84.79,85,0,1.95,PK,2021-06-01 16:09:07
511,Valdez,1.2492,-78.9831,80.28,79,99,7.52,EC,2021-06-01 16:09:08
512,Bhitarwar,25.8,78.1167,91.4,33,99,9.93,IN,2021-06-01 16:09:08
513,Tessalit,20.1986,1.0114,109.56,4,2,8.32,ML,2021-06-01 16:09:08
514,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,80.6,89,51,1.23,BR,2021-06-01 16:09:09
515,Manica,49.0,-1.1667,80.01,49,100,4.79,FR,2021-06-01 16:09:09
516,Dunedin,-45.8742,170.5036,50.81,53,89,1.99,NZ,2021-06-01 16:05:07
517,Ballitoville,-29.539,31.2144,60.24,66,88,9.82,ZA,2021-06-01 16:09:10
518,Santo Tomas,14.1079,121.1414,84.58,85,96,2.17,PH,2021-06-01 16:09:10
519,Oyama,36.3,139.8,71.58,69,98,3.91,JP,2021-06-01 16:09:10
520,Tefe,-3.3542,-64.7114,86.11,84,40,5.75,BR,2021-06-01 16:09:11
521,Cabo San Lucas,22.8909,-109.9124,89.62,26,20,5.75,MX,2021-06-01 16:09:01
522,Jacqueville,5.2052,-4.4146,85.91,76,85,10.89,CI,2021-06-01 16:09:11
523,Acapulco,16.8634,-99.8901,89.42,62,40,4.38,MX,2021-06-01 16:05:42
524,Porto Novo,6.4965,2.6036,86.76,63,95,9.78,BJ,2021-06-01 16:09:12
525,Pundaguitan,6.3711,126.1689,82.47,76,100,6.73,PH,2021-06-01 16:09:12
526,Syracuse,37.0881,15.2792,75.25,75,50,11.21,IT,2021-06-01 16:07:58
527,Marzuq,14.4,46.4667,82.54,52,74,11.68,YE,2021-06-01 16:09:12
528,Kochkurovo,54.0358,45.4184,54.91,83,98,9.22,RU,2021-06-01 16:09:13
529,Jiutai,44.1525,125.8328,52.14,42,81,7.36,CN,2021-06-01 16:09:13
530,Salinas,36.6777,-121.6555,66.97,88,90,0.0,US,2021-06-01 16:09:13
531,Zonguldak,41.25,31.8333,51.98,96,98,4.59,TR,2021-06-01 16:09:14
532,Tautira,-17.7333,-149.15,73.42,62,70,12.37,PF,2021-06-01 16:04:44
533,Masumbwe,-3.6333,32.1833,74.64,55,88,2.37,TZ,2021-06-01 16:09:14
534,Olinda,-8.0089,-34.8553,82.13,61,40,8.5,BR,2021-06-01 16:09:15
535,Sioux Lookout,50.1001,-91.917,70.83,34,61,8.79,CA,2021-06-01 16:09:15
536,Tucurui,-3.7661,-49.6725,89.94,47,1,3.98,BR,2021-06-01 16:05:48
537,Arlit,18.7369,7.3853,110.82,5,26,12.28,NE,2021-06-01 16:09:16
538,Naustdal,61.509,5.7168,82.96,45,0,6.29,NO,2021-06-01 16:09:16
539,Bjornevatn,69.6672,29.9847,55.74,58,75,9.22,NO,2021-06-01 16:09:16
